,manufacturer,model,fuel,transmission,drive,type,size,cylinders
64921,toyota,tacoma prerunner,gas,automatic,rwd,truck,full-size,4
64995,acura,rlx technology,gas,automatic,fwd,sedan,full-size,6
65012,dodge,durango gt,gas,automatic,rwd,SUV,full-size,6
65015,honda,civic sport touring,gas,automatic,fwd,hatchback,full-size,4
65026,honda,pilot touring,gas,automatic,rwd,SUV,mid-size,6
65076,jaguar,xk,gas,automatic,rwd,coupe,mid-size,8
65077,audi,s3,gas,automatic,rwd,sedan,full-size,8
65087,subaru,impreza,gas,manual,4wd,wagon,full-size,4
65101,chevrolet,tahoe lt,gas,automatic,4wd,pickup,full-size,8
65118,honda,pilot 2wd 4dr lx,gas,automatic,fwd,SUV,compact,6
65121,dodge,sprinter 2500,diesel,automatic,rwd,van,full-size,6
65122,ram,2500 megacab laramie,diesel,automatic,4wd,pickup,full-size,6
65129,chevrolet,silverado 2500 ltz 4x4,gas,automatic,4wd,truck,full-size,8
65137,dodge,journey sxt 4x4,gas,automatic,4wd,SUV,full-size,6
65172,gmc,Hyndai Elantra,gas,automatic,rwd,pickup,full-size,8
65173,gmc,Hyndai Elantra,gas,manual,rwd,pickup,full-size,8
65178,ford,taurus,gas,automatic,rwd,pickup,full-size,8
65198,gmc,F250 Super Duty 7.3,diesel,automatic,4wd,pickup,full-size,8
65204,hyundai,sante fe sport 2.0t,gas,automatic,4wd,SUV,mid-size,4
65221,dodge,dart,gas,automatic,rwd,pickup,full-size,8
65222,chrysler,200,gas,automatic,rwd,pickup,full-size,8
65223,chrysler,pacific,gas,automatic,rwd,pickup,full-size,8
65227,cadillac,xts,gas,automatic,rwd,pickup,full-size,8
65228,gmc,Acuarea MDX,gas,automatic,rwd,pickup,full-size,8
65233,toyota,"prius hybrid,honda,mazda",hybrid,automatic,fwd,pickup,full-size,4
65250,kia,forte5,gas,automatic,fwd,hatchback,full-size,8
65259,volkswagen,golf tdi,diesel,automatic,rwd,hatchback,compact,8
65273,acura,tl type-s,gas,automatic,fwd,pickup,full-size,6
65282,nissan,370z,gas,manual,rwd,coupe,full-size,8
65294,infiniti,g35,gas,manual,rwd,coupe,full-size,8
65314,lexus,rc 200t coupe 2d,gas,other,rwd,coupe,full-size,8
65317,ford,focus se,gas,automatic,fwd,convertible,mid-size,4
65322,mercedes-benz,gla 250 4matic,diesel,automatic,rwd,SUV,full-size,8
65337,mitsubishi,galant es,gas,automatic,fwd,sedan,compact,4
65346,ford,focus se hatchback,gas,other,rwd,pickup,compact,8
65352,toyota,sienna le,other,automatic,fwd,van,full-size,8
65353,gmc,Bentley Continental GT Speed,other,automatic,rwd,coupe,full-size,8
65355,bmw,m5 base,other,automatic,rwd,sedan,full-size,8
65365,chevrolet,silverado 2500 crewcab,gas,automatic,rwd,pickup,full-size,8
65368,gmc,1941 Willys coupe,gas,automatic,rwd,coupe,full-size,8
65411,hyundai,santa fe se sport,gas,other,fwd,SUV,full-size,6
65425,volkswagen,jetta se,gas,automatic,fwd,sedan,full-size,6
65447,ford,excursion diesel,diesel,other,rwd,SUV,full-size,8
65449,jeep,wrangler rubicon unlimited,gas,automatic,4wd,SUV,full-size,6
65460,gmc,1998 slk230 amg kompressor,gas,automatic,rwd,convertible,compact,4
65496,mercedes-benz,mercedes-amg,gas,automatic,rwd,sedan,full-size,8
65497,lincoln,navigator reserve sport,gas,automatic,4wd,other,full-size,6
65499,bmw,m3 coupe 2d,other,other,rwd,coupe,full-size,8
65502,chevrolet,cobalt,gas,manual,rwd,pickup,compact,4
65515,ford,f-150 xlt,gas,manual,rwd,pickup,full-size,8
65518,gmc,Scion xB,gas,automatic,fwd,wagon,full-size,8
65521,honda,civic coupe ex,gas,manual,fwd,coupe,compact,4
65543,subaru,wrx base,other,manual,rwd,sedan,full-size,8
65594,volkswagen,golf sportwagen tdi s,gas,automatic,fwd,wagon,full-size,8
65595,lexus,gx 460 sport utility 4d,gas,other,4wd,SUV,full-size,8
65597,mercedes-benz,s-class s 550,gas,other,rwd,sedan,full-size,6
65608,toyota,rav4 awd,gas,automatic,4wd,SUV,full-size,4
65610,gmc,international prostar,diesel,manual,rwd,truck,full-size,6
65611,honda,civic cvcc,gas,manual,rwd,pickup,full-size,4
65612,toyota,mighty max,gas,automatic,fwd,truck,full-size,4
65617,nissan,pathfinder platinum,gas,automatic,4wd,SUV,full-size,6
65647,volvo,s60 2.4t,gas,automatic,fwd,sedan,mid-size,5
65708,chrysler,eagle premier,gas,automatic,fwd,sedan,mid-size,6
65715,ram,2500 laramie crew cab 4x4,diesel,automatic,4wd,truck,full-size,6
65716,lexus,rc 350,gas,automatic,rwd,coupe,full-size,6
65721,gmc,canyon slt,gas,automatic,4wd,pickup,mid-size,5
65733,mazda,miata mx-5 club,gas,manual,rwd,convertible,full-size,4
65763,kia,sorento,gas,automatic,fwd,sedan,full-size,4
65785,mercedes-benz,gle 350 4matic,gas,other,rwd,other,full-size,8
65787,chevrolet,tahoe lt sport utility,gas,other,4wd,other,full-size,8
65794,mercedes-benz,gle 350 sport,gas,automatic,rwd,SUV,full-size,6
65797,bmw,x1,gas,automatic,rwd,pickup,full-size,8
65799,mercedes-benz,gls 450 4matic,gas,automatic,4wd,SUV,full-size,6
65805,hyundai,tucson,gas,automatic,4wd,SUV,mid-size,4
65809,gmc,oldsmobile alero gl,gas,automatic,fwd,sedan,full-size,6
65812,honda,accord 2002,gas,automatic,rwd,pickup,full-size,6
65816,lexus,rx 300,gas,automatic,4wd,SUV,mid-size,6
65845,ford,f350 xlt super duty,gas,automatic,rwd,truck,full-size,8
65847,ford,focus,gas,manual,fwd,hatchback,full-size,8
65853,gmc,Freightliner 3500,diesel,automatic,rwd,pickup,full-size,8
65859,gmc,maserati quattroporte,gas,automatic,rwd,sedan,full-size,8
65861,ford,edge se,gas,automatic,fwd,SUV,full-size,4
65889,toyota,yaris ia base,other,automatic,fwd,sedan,full-size,8
65949,dodge,journey se,gas,automatic,fwd,SUV,full-size,4
65959,kia,sorento ex,gas,automatic,fwd,SUV,mid-size,4
65963,saturn,l-100,gas,automatic,fwd,sedan,compact,4
65964,honda,fit sport hatchback,gas,automatic,fwd,hatchback,full-size,4
65975,lincoln,mkt,gas,automatic,rwd,SUV,full-size,8
65977,ford,f100 ranger,gas,automatic,rwd,truck,full-size,8
66004,ford,freestyle sel,gas,automatic,4wd,SUV,full-size,4
66039,toyota,camry,gas,manual,4wd,other,compact,4
66043,gmc,scion tc,gas,manual,fwd,hatchback,full-size,4
66053,mercedes-benz,cla 250,other,automatic,fwd,sedan,full-size,8
66054,mercedes-benz,gls 450,other,automatic,rwd,other,full-size,8
66056,gmc,yukon slt,other,automatic,4wd,other,full-size,8
66062,gmc,Freightliner cascadia 2017,diesel,automatic,rwd,truck,full-size,8
66064,dodge,neon,gas,manual,rwd,pickup,full-size,4
66072,acura,tl,gas,automatic,4wd,sedan,full-size,8
66083,ford,ranger regular cab,gas,manual,4wd,pickup,full-size,8
66110,mercedes-benz,gla 250 4matic,gas,other,rwd,SUV,full-size,8
66120,mercedes-benz,sl-class sl 63 amg,other,other,rwd,convertible,full-size,8
66122,chevrolet,blazer premier sport,other,other,fwd,SUV,full-size,8
66129,chevrolet,venture van,gas,automatic,rwd,van,full-size,6
66131,jeep,renegade limited,diesel,automatic,rwd,SUV,mid-size,4
66136,gmc,Sterling Truck Acterra M5500,diesel,automatic,rwd,other,full-size,12
66166,honda,accord exl coupe,gas,automatic,rwd,coupe,full-size,6
66186,gmc,Hyandai Elantra,gas,automatic,fwd,sedan,full-size,4
66195,ford,f-250,gas,automatic,rwd,truck,full-size,8
66206,hyundai,santa fe 2.0t sel sport,gas,other,fwd,other,full-size,8
66211,honda,civic sport sedan 4d,other,other,fwd,sedan,full-size,8
66220,hyundai,sante fe sel,gas,automatic,4wd,SUV,mid-size,4
66221,acura,tsx wagon,gas,automatic,fwd,wagon,mid-size,4
66242,mitsubishi,lancer,gas,automatic,fwd,hatchback,full-size,4
66244,mercedes-benz,cl-class cl 600,other,automatic,rwd,coupe,full-size,8
66245,lexus,nx 200t,other,automatic,rwd,other,full-size,8
66293,infiniti,g 37,gas,automatic,rwd,coupe,compact,6
66312,mini,cooper s turbo charged,gas,manual,fwd,coupe,full-size,4
66354,ford,thunderbird,gas,manual,rwd,sedan,full-size,8
66402,gmc,Volkswagon Passat 2.0 T Wagon,gas,automatic,fwd,wagon,mid-size,4
66409,pontiac,g6,gas,automatic,rwd,pickup,full-size,6
66427,dodge,caliber sxt,gas,automatic,fwd,hatchback,full-size,4
66444,lincoln,navigator select sport,gas,automatic,rwd,other,full-size,6
66457,cadillac,sedan deville,gas,automatic,fwd,sedan,full-size,8
66468,gmc,sierra v8 4x4,gas,automatic,4wd,pickup,full-size,8
66473,hyundai,genesis,gas,manual,rwd,pickup,full-size,8
66529,dodge,dakota quad cab 4x4,gas,automatic,4wd,truck,full-size,6
66530,gmc,Unimog Freightliner Excavator,diesel,manual,4wd,other,full-size,6
66531,mitsubishi,montero ls,gas,automatic,4wd,SUV,full-size,8
66532,jeep,cherokee,gas,other,4wd,SUV,full-size,8
66535,saturn,sedan,gas,automatic,fwd,sedan,compact,4
66601,pontiac,bonneville,gas,automatic,fwd,sedan,full-size,8
66606,volvo,xc90 2.5t,gas,automatic,fwd,SUV,full-size,5
66614,volvo,240 wagon,gas,automatic,rwd,wagon,mid-size,4
66617,bmw,x5 xdrive35i,gas,automatic,4wd,pickup,full-size,6
66619,dodge,caliber sxt,gas,automatic,rwd,wagon,mid-size,4
66620,jeep,liberty,gas,automatic,rwd,SUV,compact,6
66623,gmc,volkswagon beetle,gas,manual,rwd,coupe,compact,4
66628,ford,explorer sport suv 4wd,gas,automatic,4wd,SUV,full-size,8
66629,volvo,xc70 cross country,gas,automatic,fwd,wagon,full-size,5
66638,nissan,altima-sport-coupe,gas,automatic,rwd,coupe,mid-size,4
66651,nissan,frontier quad 4x4,gas,automatic,4wd,truck,full-size,6
66652,honda,civic dx,gas,manual,rwd,pickup,full-size,4
66658,ford,f250 xlt crew 4x4,gas,automatic,4wd,truck,full-size,8
66667,ram,1500 hemi,gas,automatic,fwd,truck,full-size,8
66671,gmc,isuzu rodeo,gas,automatic,4wd,SUV,full-size,6
66674,ford,explorer xlt,gas,automatic,fwd,hatchback,full-size,8
66675,chevrolet,astro awd,gas,automatic,4wd,pickup,full-size,8
66676,lincoln,navigator l black label,gas,automatic,4wd,hatchback,full-size,8
66681,volkswagen,beetle,gas,automatic,fwd,convertible,compact,4
66684,pontiac,solstice gxp,gas,automatic,rwd,convertible,full-size,6
66686,nissan,frontier sv,gas,automatic,fwd,truck,mid-size,6
66688,volkswagen,jetta vr6,gas,automatic,fwd,sedan,full-size,6
66695,mercedes-benz,benz e320,gas,automatic,rwd,coupe,mid-size,6
66696,bmw,m5,gas,manual,rwd,sedan,full-size,8
66697,ford,fusion,gas,automatic,fwd,pickup,full-size,4
66700,mercedes-benz,benz e500,gas,automatic,rwd,coupe,full-size,8
66710,lincoln,mark viii,gas,automatic,rwd,sedan,full-size,8
66721,gmc,willys jeepster,gas,manual,rwd,other,full-size,8
66735,chevrolet,3500 duramax turbo diesel,diesel,automatic,rwd,truck,full-size,8
66737,ford,f-250 diesel,diesel,automatic,rwd,truck,full-size,8
66739,honda,accord,gas,automatic,fwd,wagon,mid-size,4
66754,bmw,m3,gas,automatic,rwd,sedan,full-size,6
66755,chevrolet,cheyenne,gas,manual,rwd,pickup,compact,6
66758,ford,ranger sport,gas,automatic,rwd,truck,full-size,6
66762,gmc,1500 suburban,gas,automatic,rwd,SUV,full-size,8
66772,ram,1500,diesel,automatic,4wd,truck,full-size,8
66773,audi,a3 tdi,diesel,automatic,fwd,sedan,full-size,4
66782,toyota,corolla hybrid,hybrid,automatic,rwd,pickup,full-size,4
66783,toyota,celica gt-s,gas,automatic,fwd,hatchback,compact,4
66785,mercedes-benz,300sl,gas,automatic,rwd,coupe,compact,6
66796,buick,riviera,gas,automatic,rwd,pickup,full-size,8
66799,chevrolet,el camino,gas,automatic,fwd,pickup,full-size,8
66800,mazda,3,gas,manual,fwd,sedan,compact,4
66802,volvo,v70 wagon,gas,automatic,fwd,wagon,full-size,5
66808,dodge,dakota slt,gas,automatic,rwd,truck,full-size,8
66809,chevrolet,volt lt,electric,automatic,rwd,sedan,full-size,4
66810,toyota,camry 2009,gas,automatic,rwd,pickup,full-size,4
66812,volvo,s60,gas,automatic,rwd,sedan,full-size,8
66831,gmc,yukon slt 2003,gas,automatic,rwd,pickup,full-size,8
66832,ford,f-350 xlt 460,gas,automatic,rwd,pickup,full-size,8
66833,audi,q7 3.6 premium s line,gas,automatic,4wd,SUV,full-size,6
66835,kia,optima ex 4dr sedan,gas,automatic,rwd,sedan,full-size,6
66837,gmc,Custom Kit Car,gas,manual,rwd,convertible,compact,8
66855,toyota,tundra 2wd limited,gas,automatic,rwd,pickup,full-size,8
66857,ford,flex sel,gas,automatic,fwd,hatchback,full-size,8
66861,rover,sport hse,gas,automatic,4wd,SUV,full-size,8
66872,gmc,STUDEBAKER AVANTI R1,gas,automatic,rwd,coupe,mid-size,8
66874,mercedes-benz,300td wagon,diesel,automatic,rwd,wagon,full-size,5
66892,honda,cr-v ex-l crv exl,gas,automatic,fwd,SUV,full-size,4
66897,volkswagen,eos 2.0 turbo,gas,automatic,fwd,convertible,mid-size,4
66913,ford,cmax hybrid,hybrid,automatic,fwd,hatchback,full-size,4
66919,toyota,yaris le,gas,automatic,fwd,sedan,mid-size,4
66929,mercedes-benz,benz 280 slk,gas,automatic,rwd,convertible,full-size,6
66946,nissan,versa,gas,automatic,rwd,sedan,compact,4
66948,bmw,328i,gas,automatic,4wd,sedan,mid-size,6
66955,mercedes-benz,c230,gas,automatic,rwd,sedan,full-size,4
66959,ford,e100 econoline van,gas,manual,rwd,van,full-size,6
66960,jeep,renegade 4x4,gas,automatic,4wd,SUV,full-size,8
66969,nissan,pathfinder platinum,gas,automatic,fwd,pickup,full-size,6
66970,chevrolet,tahoe -lt,gas,automatic,rwd,SUV,full-size,8
66973,gmc,Accura MDX Technology,gas,automatic,fwd,SUV,mid-size,6
66976,ford,escape se,gas,automatic,fwd,hatchback,full-size,8
66980,lexus,es350 luxury package,gas,automatic,fwd,sedan,full-size,6
66983,nissan,altima 2.5 s,gas,automatic,rwd,pickup,full-size,8
66986,dodge,durango,gas,automatic,fwd,SUV,full-size,8
66987,nissan,xterra x,gas,automatic,rwd,SUV,mid-size,6
66988,nissan,350z convertible,gas,automatic,rwd,convertible,mid-size,6
66994,mazda,cx-5 touring,gas,automatic,fwd,SUV,mid-size,4
66995,mercedes-benz,e400,gas,automatic,rwd,convertible,compact,6
66997,volkswagen,tiguan,gas,automatic,rwd,pickup,full-size,8
66998,honda,odyssey lx,gas,automatic,rwd,wagon,mid-size,6
67000,bmw,530ia,gas,automatic,rwd,sedan,mid-size,6
67011,toyota,sienna xle,gas,automatic,fwd,SUV,mid-size,6
67012,volkswagen,riviera camper van,gas,manual,fwd,van,full-size,8
67014,volkswagen,riviera camper van,gas,manual,fwd,van,full-size,4
67020,porsche,panamera turbo,gas,automatic,4wd,pickup,full-size,8
67021,gmc,Scion xb,gas,automatic,rwd,pickup,full-size,4
67024,toyota,prius four,hybrid,automatic,rwd,hatchback,full-size,4
67044,gmc,2007 fordE150,gas,automatic,rwd,van,full-size,8
67062,subaru,impreza wrx premium,gas,manual,4wd,hatchback,mid-size,4
67063,ford,econoline e350,diesel,automatic,rwd,pickup,full-size,8
67064,ford,f350 diesel powerstroke,diesel,automatic,rwd,pickup,full-size,8
67078,chrysler,300m,gas,automatic,rwd,sedan,full-size,6
67082,honda,pilot ex-l,gas,automatic,rwd,SUV,full-size,6
67097,gmc,freightliner mt45,diesel,automatic,fwd,pickup,full-size,8
67108,volkswagen,westfalia,gas,manual,rwd,pickup,full-size,8
67110,gmc,Carpet Cleaning,gas,automatic,rwd,pickup,full-size,8
67114,ford,e250 super duty cargo,gas,automatic,rwd,van,full-size,8
67127,kia,soul,gas,automatic,fwd,hatchback,full-size,8
67142,jeep,cherokee,diesel,manual,4wd,pickup,mid-size,4
67149,volkswagen,jetta tsi,gas,automatic,fwd,sedan,compact,4
67150,chevrolet,gladiator,gas,automatic,rwd,van,full-size,8
67161,ford,f350 super duty crewcab,diesel,automatic,rwd,pickup,full-size,8
67170,chevrolet,silverado lt,gas,automatic,4wd,truck,full-size,8
67182,toyota,sienna se,gas,automatic,fwd,van,full-size,6
67197,ford,f150 xlt supercrew,gas,automatic,rwd,pickup,full-size,8
67204,bmw,750 li,gas,automatic,rwd,sedan,full-size,8
67228,mazda,b2000,gas,manual,rwd,truck,full-size,4
67231,honda,element ex awd,gas,automatic,4wd,SUV,mid-size,4
67235,honda,civic del sol si,gas,manual,fwd,coupe,compact,4
67237,bmw,238i,gas,automatic,rwd,sedan,mid-size,4
67238,lincoln,navigator,gas,automatic,fwd,SUV,full-size,8
67242,toyota,avalon xle,gas,automatic,fwd,sedan,full-size,6
67249,kia,optima,gas,automatic,rwd,SUV,full-size,8
67250,toyota,t100,gas,automatic,rwd,pickup,full-size,6
67264,jeep,grand cherokee summit,gas,automatic,rwd,SUV,mid-size,6
67267,mitsubishi,lancer sportback,gas,automatic,rwd,wagon,compact,4
67273,acura,mdx touring,gas,automatic,rwd,SUV,mid-size,6
67294,bmw,328ci,gas,automatic,rwd,pickup,full-size,8
67298,gmc,suburban,gas,automatic,4wd,SUV,full-size,8
67322,chrysler,300m special,gas,automatic,rwd,pickup,full-size,6
67340,toyota,tacoma prerunner v6,gas,automatic,fwd,truck,mid-size,6
67345,infiniti,q70s,gas,automatic,rwd,sedan,full-size,6
67349,ford,f150 lariat supercrew,gas,automatic,rwd,pickup,full-size,8
67350,toyota,scion tc,gas,manual,fwd,hatchback,compact,4
67362,audi,a6 quattro,gas,automatic,rwd,sedan,mid-size,8
67363,honda,odyssey-ex,gas,automatic,rwd,mini-van,full-size,6
67384,volkswagen,vanagon,gas,automatic,fwd,van,full-size,8
67387,ford,f350 crew cab,gas,manual,rwd,truck,full-size,8
67390,ford,crown victoria,gas,automatic,rwd,pickup,full-size,6
67404,chevrolet,c5 corvette,gas,automatic,rwd,hatchback,compact,8
67407,cadillac,xlr convertible,gas,automatic,rwd,pickup,full-size,8
67424,ford,f-250,gas,automatic,rwd,truck,full-size,0
67442,audi,q5 premium plus,gas,automatic,rwd,SUV,full-size,8
67446,nissan,versa,gas,automatic,rwd,hatchback,full-size,4
67449,gmc,karmann ghia,gas,manual,rwd,coupe,compact,4
67451,ford,mustang,gas,manual,fwd,coupe,compact,6
67452,ram,3500 slt,diesel,automatic,4wd,pickup,full-size,6
67454,bmw,e46 m3,gas,automatic,rwd,coupe,full-size,6
67456,mercedes-benz,benz e450 4matic,gas,automatic,4wd,sedan,mid-size,6
67476,nissan,altima coupe,gas,automatic,rwd,coupe,mid-size,4
67479,chevrolet,cavalier ls,gas,automatic,fwd,coupe,compact,4
67484,ford,f-350 lariat,diesel,automatic,rwd,pickup,full-size,8
67488,volkswagen,gti,gas,manual,fwd,pickup,full-size,4
67490,volkswagen,jetta sportwagen,gas,automatic,rwd,wagon,full-size,5
67497,buick,verano,gas,other,fwd,sedan,mid-size,4
67499,chevrolet,impala,gas,automatic,fwd,coupe,mid-size,6
67504,pontiac,trans am firebird,gas,automatic,rwd,coupe,full-size,8
67528,bmw,135i,gas,automatic,rwd,coupe,full-size,6
67568,ford,f150 supercrew cab xlt,gas,automatic,rwd,sedan,mid-size,6
67571,ford,f-350,diesel,manual,rwd,pickup,full-size,8
67579,gmc,scion fr-s,gas,automatic,rwd,coupe,full-size,4
67583,toyota,tacoma sr5,gas,automatic,rwd,truck,full-size,4
67584,mini,cooper s,gas,automatic,rwd,coupe,compact,4
67587,gmc,Mercedez Benz 450SL,gas,automatic,rwd,convertible,mid-size,8
67591,jeep,cherokee sport,gas,automatic,4wd,offroad,full-size,6
67592,gmc,scion xb,gas,manual,fwd,mini-van,compact,4
67633,porsche,carrera 4s cabriolet,gas,automatic,4wd,convertible,full-size,6
67639,chevrolet,malibu sport,gas,automatic,rwd,sedan,mid-size,8
67650,acura,mdx touring w/navi w/res,gas,automatic,4wd,SUV,mid-size,6
67654,hyundai,tiburon gt,gas,automatic,fwd,coupe,mid-size,6
67666,cadillac,ats-v,gas,automatic,rwd,coupe,full-size,6
67682,chevrolet,s10 blazer,gas,automatic,rwd,SUV,mid-size,6
67702,ford,explorer xls,gas,automatic,4wd,SUV,mid-size,6
67706,chevrolet,silverado 1500 ls 4x4,gas,automatic,4wd,truck,full-size,8
67712,lexus,ct 200h,hybrid,automatic,fwd,hatchback,compact,8
67736,infiniti,g35 coupe,gas,automatic,rwd,coupe,full-size,6
67738,ford,thunderbird,gas,automatic,fwd,sedan,full-size,8
67744,toyota,highlander hybrid,gas,automatic,4wd,SUV,full-size,6
67748,volkswagen,jetta tdi,diesel,automatic,rwd,sedan,full-size,4
67772,nissan,truck,gas,manual,rwd,pickup,mid-size,4
67777,volkswagen,tiguan se,gas,automatic,fwd,SUV,mid-size,4
67779,gmc,yukon slt 4wd,gas,automatic,4wd,SUV,full-size,8
67780,chevrolet,3200,gas,manual,rwd,truck,full-size,8
67781,porsche,911 turbo,gas,manual,4wd,coupe,mid-size,6
67803,hyundai,veloster turbo coupe 3d,other,other,fwd,coupe,full-size,8
67810,infiniti,i35,gas,automatic,fwd,sedan,mid-size,6
67815,toyota,camry le,gas,automatic,rwd,pickup,full-size,6
67826,bmw,330ci convertible,gas,automatic,rwd,convertible,mid-size,6
67834,toyota,rav4 sport,gas,automatic,rwd,SUV,compact,4
67837,bmw,325ci,gas,manual,rwd,coupe,mid-size,6
67849,jeep,patriot latitude,gas,automatic,fwd,SUV,full-size,4
67853,gmc,1980 Mercedes- Benz 450 SL,gas,automatic,fwd,convertible,compact,8
67873,nissan,300zx turbo,gas,manual,rwd,pickup,full-size,8
67885,nissan,300zx,gas,manual,fwd,coupe,full-size,0
67896,mazda,b-series 4wd truck,gas,manual,4wd,pickup,full-size,6
67925,bmw,m2 competiton,gas,automatic,rwd,coupe,compact,6
67942,bmw,318 i,gas,automatic,rwd,pickup,full-size,4
67951,ford,ranger,gas,automatic,4wd,offroad,full-size,8
67954,mitsubishi,imiev,electric,other,rwd,sedan,compact,0
67960,honda,accord sport sedan 4d,other,other,rwd,sedan,full-size,8
67963,cadillac,cts 3.6 performance,other,other,rwd,coupe,full-size,8
67972,honda,insight hybrid,gas,automatic,fwd,sedan,mid-size,4
67973,volvo,240dl wagon,gas,automatic,rwd,wagon,mid-size,4
68013,jaguar,"xf 43,000 miles 1 owner",gas,automatic,rwd,sedan,full-size,4
68015,bmw,428i,gas,automatic,rwd,coupe,full-size,4
68016,bmw,740i,gas,automatic,rwd,other,full-size,6
68019,gmc,1974 Triumph Spitfire 1500,gas,manual,rwd,convertible,sub-compact,4
68035,honda,civic ex turbo,gas,automatic,fwd,coupe,full-size,4
68036,toyota,camry,gas,automatic,4wd,pickup,full-size,4
68050,acura,ilx tlx watch plus,gas,automatic,rwd,sedan,full-size,4
68051,honda,civic sport sensing,gas,automatic,rwd,sedan,full-size,4
68052,honda,pilot exl ex-l,gas,automatic,rwd,SUV,full-size,6
68053,honda,civic sport hatch back,gas,automatic,rwd,hatchback,full-size,4
